inst#,actual,predicted,error,prediction
3920,2:-,2:-,,1
3921,2:-,1:+,+,1
3922,2:-,2:-,,1
3923,2:-,2:-,,1
3924,2:-,2:-,,1
3925,2:-,1:+,+,0.986
3926,2:-,1:+,+,1
3927,2:-,2:-,,1
3928,2:-,2:-,,1
3929,2:-,2:-,,1
3930,2:-,2:-,,1
3931,2:-,2:-,,1
3932,2:-,2:-,,1
3933,2:-,2:-,,1
3934,2:-,2:-,,1
3935,2:-,2:-,,1
3936,2:-,2:-,,0.999
3937,2:-,2:-,,1
3938,2:-,2:-,,1
3939,2:-,2:-,,1
3940,2:-,1:+,+,1
3941,2:-,2:-,,1
3942,2:-,2:-,,1
3943,2:-,2:-,,1
3944,2:-,2:-,,1
3945,2:-,1:+,+,1
3946,2:-,2:-,,1
3947,2:-,2:-,,1
3948,1:+,2:-,+,1
3949,2:-,2:-,,1
3950,1:+,2:-,+,1
3951,1:+,2:-,+,1
3952,2:-,1:+,+,1
3953,2:-,2:-,,1
3954,2:-,2:-,,1
3955,2:-,2:-,,0.694
3956,2:-,1:+,+,1
3957,2:-,2:-,,1
3958,2:-,2:-,,1
3959,2:-,2:-,,1
3960,2:-,2:-,,1
3961,2:-,2:-,,1

