inst#,actual,predicted,error,prediction
3571,2:-,2:-,,0.839
3572,1:+,1:+,,0.531
3573,2:-,2:-,,0.855
3574,2:-,2:-,,0.975
3575,2:-,2:-,,0.886
3576,2:-,2:-,,0.974
3577,2:-,2:-,,0.988
3578,2:-,2:-,,0.619
3579,2:-,1:+,+,1
3580,2:-,2:-,,0.833
3581,2:-,2:-,,0.636
3582,2:-,2:-,,0.804
3583,1:+,1:+,,0.828
3584,2:-,2:-,,0.559
3585,2:-,2:-,,1
3586,2:-,2:-,,0.999
3587,2:-,2:-,,0.893
3588,2:-,2:-,,0.796
3589,2:-,1:+,+,0.955
3590,2:-,2:-,,1
3591,2:-,2:-,,0.997
3592,2:-,2:-,,0.994
3593,2:-,2:-,,0.933
3594,2:-,2:-,,0.729
3595,2:-,2:-,,0.89
3596,2:-,2:-,,0.675
3597,2:-,2:-,,0.815
3598,2:-,1:+,+,0.607
3599,2:-,2:-,,0.983
3600,2:-,2:-,,0.523
3601,2:-,2:-,,0.62
3602,2:-,1:+,+,0.71
3603,2:-,2:-,,0.95
3604,2:-,2:-,,1
3605,2:-,2:-,,0.949
3606,2:-,2:-,,0.655
3607,2:-,2:-,,0.524
3608,2:-,1:+,+,0.588
3609,2:-,2:-,,1
3610,2:-,2:-,,0.988
3611,2:-,2:-,,0.893
3612,2:-,2:-,,0.595
3613,2:-,2:-,,0.999
3614,2:-,2:-,,0.671
3615,2:-,2:-,,1
3616,2:-,2:-,,0.932
3617,1:+,2:-,+,0.804
3618,2:-,2:-,,0.592
3619,2:-,2:-,,0.951
3620,2:-,2:-,,1
3621,2:-,1:+,+,0.849
3622,1:+,2:-,+,0.961
3623,2:-,2:-,,0.956
3624,1:+,2:-,+,0.761
3625,2:-,2:-,,0.93
3626,2:-,1:+,+,0.998
3627,2:-,2:-,,0.814
3628,2:-,2:-,,0.947
3629,2:-,2:-,,0.981
3630,2:-,2:-,,0.945
3631,2:-,2:-,,0.992
3632,2:-,1:+,+,0.942
3633,2:-,2:-,,0.998
3634,2:-,2:-,,0.994
3635,2:-,2:-,,1
3636,2:-,2:-,,0.803
3637,2:-,1:+,+,0.849
3638,2:-,2:-,,0.814
3639,2:-,2:-,,0.966
3640,2:-,2:-,,1
3641,2:-,1:+,+,0.998
3642,2:-,2:-,,0.902
3643,2:-,1:+,+,0.685
3644,2:-,2:-,,0.643
3645,1:+,2:-,+,0.688
3646,2:-,2:-,,0.997
3647,2:-,2:-,,1
3648,2:-,2:-,,0.947
3649,2:-,2:-,,0.987
3650,1:+,2:-,+,0.593
3651,2:-,2:-,,0.995
3652,1:+,2:-,+,0.99
3653,2:-,2:-,,0.811
3654,2:-,2:-,,0.867
3655,2:-,2:-,,0.867
3656,2:-,2:-,,0.881
3657,2:-,1:+,+,0.795
3658,1:+,2:-,+,0.952
3659,2:-,2:-,,0.75
3660,2:-,1:+,+,0.596
3661,2:-,2:-,,0.797
3662,2:-,2:-,,0.997
3663,2:-,2:-,,0.999
3664,2:-,2:-,,0.91
3665,2:-,2:-,,1
3666,2:-,2:-,,0.993
3667,2:-,2:-,,0.514
3668,2:-,2:-,,0.636
3669,2:-,2:-,,0.773
3670,1:+,2:-,+,0.984
3671,2:-,2:-,,0.98
3672,2:-,2:-,,0.937
3673,2:-,2:-,,1
3674,1:+,2:-,+,0.921
3675,2:-,2:-,,0.941
3676,2:-,1:+,+,0.849
3677,2:-,2:-,,0.872
3678,2:-,2:-,,0.975
3679,2:-,1:+,+,0.942
3680,2:-,2:-,,0.973
3681,2:-,2:-,,0.714
3682,2:-,2:-,,0.529
3683,2:-,1:+,+,0.606
3684,2:-,2:-,,0.73
3685,1:+,2:-,+,0.6
3686,2:-,1:+,+,0.874
3687,2:-,1:+,+,0.596
3688,2:-,2:-,,0.996
3689,2:-,2:-,,0.87
3690,2:-,2:-,,0.956
3691,2:-,2:-,,0.915
3692,2:-,2:-,,0.976
3693,2:-,1:+,+,0.659
3694,2:-,2:-,,0.871
3695,2:-,2:-,,0.896
3696,2:-,2:-,,0.704
3697,2:-,2:-,,0.962
3698,2:-,1:+,+,0.994
3699,1:+,2:-,+,1
3700,2:-,2:-,,0.996
3701,2:-,2:-,,1
3702,2:-,1:+,+,0.83
3703,2:-,1:+,+,0.766
3704,2:-,2:-,,0.862
3705,2:-,2:-,,1
3706,2:-,2:-,,0.98
3707,2:-,2:-,,0.92
3708,2:-,2:-,,0.801
3709,2:-,2:-,,0.827
3710,2:-,1:+,+,0.906
3711,2:-,1:+,+,0.542
3712,2:-,2:-,,0.97
3713,2:-,1:+,+,0.99
3714,2:-,1:+,+,0.957
3715,2:-,2:-,,0.971
3716,2:-,2:-,,0.998
3717,2:-,2:-,,0.881
3718,2:-,2:-,,0.999
3719,2:-,1:+,+,0.529
3720,2:-,2:-,,0.993
3721,2:-,2:-,,0.847
3722,2:-,2:-,,0.991
3723,1:+,2:-,+,0.954
3724,2:-,1:+,+,0.99
3725,2:-,2:-,,1
3726,2:-,2:-,,0.982
3727,2:-,2:-,,0.81
3728,2:-,1:+,+,0.827
3729,2:-,2:-,,1
3730,2:-,2:-,,0.889
3731,2:-,2:-,,0.978
3732,2:-,2:-,,0.872
3733,2:-,2:-,,0.852
3734,2:-,1:+,+,0.908
3735,1:+,1:+,,0.873
3736,2:-,2:-,,0.999
3737,2:-,2:-,,1
3738,2:-,2:-,,0.931
3739,2:-,2:-,,0.95
3740,2:-,2:-,,1
3741,1:+,2:-,+,0.573
3742,1:+,2:-,+,0.986
3743,2:-,2:-,,1
3744,2:-,2:-,,0.804
3745,2:-,1:+,+,0.841
3746,2:-,2:-,,0.986
3747,2:-,1:+,+,0.981
3748,2:-,2:-,,1
3749,2:-,2:-,,0.634
3750,2:-,2:-,,0.993
3751,2:-,1:+,+,0.823
3752,2:-,2:-,,0.995
3753,2:-,2:-,,0.999
3754,2:-,2:-,,0.994
3755,2:-,2:-,,0.949
3756,2:-,2:-,,0.594
3757,2:-,2:-,,0.941
3758,2:-,1:+,+,0.992
3759,2:-,2:-,,0.806
3760,2:-,2:-,,0.999
3761,2:-,2:-,,0.999
3762,2:-,2:-,,0.946
3763,2:-,2:-,,0.904
3764,2:-,1:+,+,0.91
3765,2:-,2:-,,0.963
3766,2:-,2:-,,0.669
3767,2:-,2:-,,0.863
3768,2:-,2:-,,0.803
3769,2:-,2:-,,0.619
3770,2:-,2:-,,0.945
3771,2:-,2:-,,0.928
3772,2:-,2:-,,0.916
3773,1:+,1:+,,0.534
3774,2:-,2:-,,0.767
3775,2:-,1:+,+,1
3776,2:-,2:-,,0.776
3777,2:-,2:-,,1
3778,2:-,2:-,,0.997
3779,2:-,2:-,,1
3780,2:-,2:-,,0.952
3781,2:-,2:-,,0.96
3782,2:-,2:-,,1
3783,1:+,1:+,,0.571
3784,2:-,1:+,+,0.566
3785,2:-,2:-,,0.56
3786,2:-,2:-,,0.958
3787,2:-,2:-,,1
3788,2:-,2:-,,0.975
3789,2:-,2:-,,1
3790,2:-,1:+,+,0.998
3791,2:-,2:-,,0.951
3792,2:-,1:+,+,0.565
3793,2:-,2:-,,0.997
3794,2:-,2:-,,0.997
3795,1:+,2:-,+,0.916
3796,2:-,1:+,+,0.514
3797,2:-,2:-,,1
3798,2:-,2:-,,0.836
3799,2:-,2:-,,0.942
3800,2:-,1:+,+,1
3801,2:-,2:-,,0.97
3802,2:-,2:-,,1
3803,2:-,2:-,,0.999
3804,1:+,2:-,+,0.788
3805,2:-,2:-,,0.97
3806,2:-,2:-,,0.975
3807,2:-,2:-,,0.999
3808,2:-,2:-,,0.919
3809,2:-,1:+,+,0.837
3810,2:-,2:-,,0.671
3811,2:-,2:-,,0.939
3812,2:-,2:-,,0.994
3813,2:-,2:-,,1
3814,2:-,1:+,+,0.77
3815,2:-,2:-,,0.533
3816,2:-,2:-,,1
3817,2:-,2:-,,0.764
3818,2:-,2:-,,0.985
3819,2:-,1:+,+,0.653
3820,1:+,1:+,,0.779
3821,2:-,2:-,,0.99
3822,2:-,2:-,,1
3823,2:-,2:-,,0.719
3824,2:-,2:-,,0.83
3825,2:-,1:+,+,0.53
3826,2:-,1:+,+,0.782
3827,2:-,2:-,,0.781
3828,2:-,2:-,,0.986
3829,2:-,2:-,,1
3830,2:-,2:-,,0.972
3831,2:-,2:-,,0.982
3832,2:-,2:-,,0.987
3833,2:-,2:-,,0.982
3834,2:-,2:-,,0.968
3835,2:-,2:-,,0.992
3836,2:-,2:-,,0.748
3837,2:-,1:+,+,0.756
3838,2:-,1:+,+,0.755
3839,2:-,2:-,,0.95
3840,2:-,2:-,,0.991
3841,2:-,2:-,,0.776
3842,2:-,2:-,,0.958
3843,2:-,2:-,,0.672
3844,2:-,1:+,+,0.928
3845,2:-,2:-,,0.934
3846,2:-,2:-,,0.949
3847,1:+,2:-,+,0.934
3848,2:-,2:-,,0.664
3849,2:-,2:-,,0.969
3850,2:-,2:-,,0.938
3851,2:-,2:-,,0.602
3852,1:+,2:-,+,0.919
3853,2:-,2:-,,0.683
3854,2:-,2:-,,0.987
3855,2:-,2:-,,0.979
3856,2:-,2:-,,0.592
3857,2:-,2:-,,0.99
3858,2:-,2:-,,1
3859,2:-,2:-,,0.606
3860,2:-,2:-,,0.986
3861,2:-,2:-,,1
3862,2:-,2:-,,0.989
3863,2:-,2:-,,0.983
3864,2:-,2:-,,0.818
3865,2:-,2:-,,1
3866,2:-,2:-,,0.992
3867,1:+,1:+,,0.993
3868,2:-,2:-,,0.953
3869,2:-,2:-,,0.934
3870,2:-,2:-,,0.963
3871,2:-,2:-,,0.997
3872,2:-,2:-,,0.983
3873,2:-,2:-,,0.83
3874,2:-,2:-,,0.914
3875,2:-,2:-,,0.599
3876,2:-,1:+,+,0.768
3877,1:+,1:+,,0.975
3878,2:-,2:-,,0.543
3879,2:-,2:-,,1
3880,2:-,2:-,,1
3881,2:-,2:-,,1
3882,2:-,1:+,+,0.871
3883,2:-,2:-,,0.998
3884,2:-,2:-,,0.931
3885,2:-,2:-,,0.719
3886,2:-,2:-,,0.778
3887,2:-,2:-,,0.6
3888,2:-,2:-,,1
3889,2:-,2:-,,0.976
3890,2:-,2:-,,0.991
3891,2:-,2:-,,0.562
3892,2:-,2:-,,0.978
3893,2:-,2:-,,1
3894,2:-,2:-,,0.951
3895,2:-,2:-,,0.714
3896,2:-,1:+,+,1
3897,2:-,2:-,,0.983
3898,2:-,2:-,,0.934
3899,2:-,2:-,,0.909
3900,1:+,1:+,,1
3901,2:-,2:-,,0.75
3902,2:-,1:+,+,0.901
3903,2:-,2:-,,0.995
3904,2:-,2:-,,0.958
3905,2:-,1:+,+,0.999
3906,2:-,2:-,,0.915
3907,2:-,2:-,,1
3908,2:-,2:-,,0.865
3909,2:-,2:-,,0.989
3910,2:-,2:-,,0.954
3911,2:-,1:+,+,0.988
3912,2:-,2:-,,0.992
3913,2:-,1:+,+,0.593
3914,2:-,2:-,,0.996
3915,2:-,2:-,,0.971
3916,2:-,2:-,,0.992
3917,2:-,2:-,,0.958
3918,2:-,2:-,,1
3919,2:-,2:-,,0.81
3920,2:-,2:-,,0.571
3921,2:-,2:-,,0.555
3922,2:-,2:-,,0.987
3923,2:-,2:-,,0.982
3924,2:-,2:-,,0.745
3925,2:-,2:-,,0.945
3926,2:-,2:-,,0.579
3927,2:-,2:-,,0.739
3928,2:-,2:-,,0.607
3929,2:-,2:-,,0.966
3930,2:-,1:+,+,0.699
3931,2:-,2:-,,0.92
3932,2:-,1:+,+,0.857
3933,2:-,2:-,,0.898
3934,2:-,2:-,,0.595
3935,2:-,2:-,,0.992
3936,2:-,2:-,,0.978
3937,2:-,2:-,,0.913
3938,2:-,2:-,,0.801
3939,2:-,2:-,,1
3940,2:-,1:+,+,0.858
3941,2:-,2:-,,0.521
3942,2:-,2:-,,0.986
3943,2:-,2:-,,1
3944,2:-,2:-,,0.811
3945,2:-,2:-,,0.999
3946,2:-,2:-,,0.996
3947,2:-,2:-,,0.972
3948,1:+,1:+,,0.611
3949,2:-,1:+,+,0.794
3950,1:+,1:+,,0.793
3951,1:+,2:-,+,0.583
3952,2:-,1:+,+,0.99
3953,2:-,2:-,,0.894
3954,2:-,2:-,,1
3955,2:-,1:+,+,0.94
3956,2:-,1:+,+,0.975
3957,2:-,2:-,,0.759
3958,2:-,2:-,,0.758
3959,2:-,2:-,,1
3960,2:-,2:-,,0.993
3961,2:-,2:-,,0.993

